business_size,business_time,business_industry,business_structure,business_location,business_job_openings,business_review,plat_customer_support_cnt_t3m,plat_dashboard_cnt_t3m,plat_terminal_flag,plat_trsct_acct_flag,plat_saving_acct_flag,plat_login_cnt_t1m,fin_revenue,fin_profit,fin_assets,fin_liabilities,tran_vol_t1m,tran_vol_t3m,tran_cnt_t1m,tran_cnt_t3m,tran_inflow_t3m,tran_outflow_t3m,credit_score,credit_lines_cnt,credit_current_amt,credit_default_cnt_t12m,credit_inquiry_cnt_t3m,credit_inquiry_cnt_t12m,credit_court_cnt_t12m,loan_amount,loan_late_repayment_cnt,loan_interest_rate,loan_start_date,loan_maturity_date,loan_utilization_amount,loan_last_late_date,default
medium,16,hospitality,partnership,suburban,0,2,0,0,0,1,0,6,293403,61655,2151011,589475,45375,63283,500,2744,62523,50037,589,1,48030,0,0,0,0,13912,0,0.17,2024-09-30,2024-10-01,4730,1900-01-01,0
medium,9,retail,partnership,urban,8,5,0,1,1,1,0,16,279603,76068,2532107,1034702,13246,23105,0,0,63876,66136,609,9,612603,0,0,0,0,20892,0,0.17,2024-09-30,2024-10-01,14729,1900-01-01,0
medium,7,manufacturing,partnership,rural,2,3,0,0,1,1,0,15,246996,44727,668289,279465,37969,80481,0,0,53332,43866,553,4,382716,1,0,0,0,33632,0,0.11,2024-09-30,2024-10-01,3952,1900-01-01,0
small,14,hospitality,partnership,suburban,6,4,0,1,0,1,0,15,55567,16275,312602,124828,2494,9341,0,0,14693,12254,520,3,272325,0,0,0,0,24461,1,0.16,2024-09-30,2024-10-01,3873,2024-09-30,0
small,5,manufacturing,sole trader,urban,5,2,1,1,1,1,1,18,41249,3235,258072,34073,1954,5473,0,0,11577,10724,504,1,85427,0,1,2,0,49497,0,0.2,2024-09-30,2024-10-01,20500,1900-01-01,0
small,12,services,company,rural,9,2,0,1,1,1,1,11,49891,10601,311497,141512,6752,37158,0,0,12130,11840,516,2,118014,0,0,0,0,47278,0,0.1,2024-09-30,2024-10-01,8274,1900-01-01,0
small,14,manufacturing,sole trader,suburban,0,5,1,0,1,1,1,6,59047,11821,522110,239298,5741,29961,0,0,13299,13147,520,6,332100,0,0,0,0,7493,2,0.16,2024-09-30,2024-10-01,3709,2024-09-30,0
large,15,services,sole trader,suburban,9,4,0,0,1,1,1,13,1125218,214821,8628764,3849296,118110,247711,0,0,280320,242713,779,2,150540,0,0,0,1,18355,0,0.18,2024-09-30,2024-10-01,3365,1900-01-01,0
small,18,retail,partnership,suburban,8,2,2,0,1,1,0,11,59384,9479,175777,19273,4134,6272,0,0,15018,12529,511,1,87681,0,0,0,0,5770,0,0.2,2024-09-30,2024-10-01,2106,1900-01-01,0
medium,4,manufacturing,company,suburban,3,5,1,1,0,1,1,14,333041,76863,2542562,512056,21268,80581,500,1216,73628,74929,590,8,731784,0,0,0,0,18257,0,0.1,2024-09-30,2024-10-01,1221,1900-01-01,0
small,11,manufacturing,partnership,suburban,2,3,1,1,1,1,0,6,51074,6459,472303,169471,4616,4723,100,537,12727,10911,510,6,313908,0,0,0,0,41242,0,0.18,2024-09-30,2024-10-01,21996,1900-01-01,1
small,16,retail,sole trader,urban,6,1,0,1,1,1,1,8,50014,6054,280248,103937,4229,6978,100,208,13857,12109,508,2,194864,0,2,2,2,41225,0,0.18,2024-09-30,2024-10-01,15116,1900-01-01,0
medium,10,manufacturing,partnership,rural,8,4,0,0,1,0,0,11,295630,30704,2759115,554444,48464,184854,500,712,60863,61091,537,7,363153,0,0,0,0,2194,0,0.18,2024-09-30,2024-10-01,288,1900-01-01,1
small,11,services,partnership,rural,2,3,0,0,1,1,0,3,42780,6827,362392,110963,6927,30726,0,0,12404,10900,511,5,432025,0,0,0,1,19108,0,0.11,2024-09-30,2024-10-01,514,1900-01-01,0
small,5,retail,company,rural,3,2,2,1,0,1,0,11,48063,6689,425583,97203,2845,10448,0,0,10366,10575,508,4,201636,0,1,2,0,30657,0,0.13,2024-09-30,2024-10-01,2759,1900-01-01,0
large,7,manufacturing,sole trader,urban,7,2,0,0,1,1,1,8,1099618,112144,8315973,3984797,80989,344501,1000,2809,266990,279312,637,5,313600,0,0,0,0,39869,0,0.18,2024-09-30,2024-10-01,8195,1900-01-01,0
small,13,hospitality,partnership,suburban,1,3,3,0,0,0,1,4,50104,12049,374802,117411,4325,14692,100,478,10376,11485,514,9,466812,0,1,2,0,17471,1,0.19,2024-09-30,2024-10-01,2067,2024-09-30,1
medium,1,hospitality,partnership,urban,7,2,0,2,1,1,1,12,301244,46274,891632,134887,15340,27678,500,837,61914,57548,552,6,595848,0,0,0,0,11457,0,0.11,2024-09-30,2024-10-01,1229,1900-01-01,0
medium,16,hospitality,partnership,urban,4,3,1,0,1,1,1,16,249560,12523,2137512,765671,30122,60541,0,0,73589,74152,519,4,214632,0,1,1,0,13737,0,0.16,2024-09-30,2024-10-01,303,1900-01-01,1
small,3,retail,partnership,rural,6,3,0,1,1,1,1,17,49985,5860,220480,91233,5389,5404,100,183,14314,15573,509,7,471590,0,0,0,0,37498,0,0.15,2024-09-30,2024-10-01,10624,1900-01-01,0
medium,5,hospitality,company,rural,7,5,2,0,1,1,0,11,256392,17278,1985811,628459,32680,78006,500,2424,66319,59306,526,3,221304,0,0,0,0,26086,0,0.11,2024-09-30,2024-10-01,5081,1900-01-01,0
small,6,services,partnership,suburban,1,2,0,1,1,1,0,16,45937,4619,407750,73744,6760,19205,100,320,12878,14801,506,3,81405,0,0,0,0,25238,0,0.18,2024-09-30,2024-10-01,25238,1900-01-01,1
medium,15,services,company,urban,4,4,0,1,0,1,0,14,299099,71985,2144109,449026,24624,124294,500,988,64782,65790,590,5,63110,0,0,0,0,22603,1,0.2,2024-09-30,2024-10-01,6216,2024-09-30,0
small,18,retail,partnership,suburban,9,3,2,0,1,1,1,19,50520,7246,219869,95137,3750,13492,100,284,10346,12161,508,1,99392,0,0,0,1,14376,0,0.19,2024-09-30,2024-10-01,2085,1900-01-01,1
small,8,services,company,urban,5,4,1,2,1,1,0,10,46948,11392,407611,106578,3120,6648,100,125,13061,12461,516,9,107406,0,3,6,0,48879,0,0.14,2024-09-30,2024-10-01,1969,1900-01-01,0
small,18,retail,sole trader,urban,1,2,0,0,1,1,1,10,41012,9504,346064,129824,2495,8646,0,0,10233,9488,511,9,866169,0,1,1,0,43517,0,0.14,2024-09-30,2024-10-01,9670,1900-01-01,0
medium,7,manufacturing,partnership,suburban,5,5,0,1,1,1,1,3,241209,26306,1035075,193376,18376,103136,0,0,48734,56569,540,9,787032,0,0,0,1,28679,0,0.17,2024-09-30,2024-10-01,8747,1900-01-01,1
large,19,manufacturing,sole trader,urban,5,4,0,1,1,1,1,6,893442,228920,8805343,3679112,81807,426730,1000,4812,251299,300378,767,5,358525,0,0,0,0,20385,1,0.14,2024-09-30,2024-10-01,5988,2024-09-30,0
small,16,manufacturing,company,suburban,3,3,1,0,1,1,0,19,52753,7321,338630,100749,2708,7638,100,234,14357,12346,510,6,542106,0,2,4,0,12020,0,0.14,2024-09-30,2024-10-01,10187,1900-01-01,0
large,3,hospitality,sole trader,urban,9,5,0,0,1,0,1,10,1094305,323486,6822215,2858397,47299,146250,0,0,268812,281506,881,7,693672,0,1,2,1,23218,0,0.15,2024-09-30,2024-10-01,9674,1900-01-01,0
small,4,hospitality,company,rural,7,3,2,1,1,0,0,13,57560,9065,304062,61999,5074,16672,0,0,15000,12282,510,3,69075,0,0,0,0,36599,0,0.13,2024-09-30,2024-10-01,12993,1900-01-01,0
small,8,services,sole trader,rural,4,1,0,1,1,0,0,3,41309,3711,374638,152456,5938,8606,100,539,11107,8968,506,1,17309,0,0,0,0,34909,0,0.18,2024-09-30,2024-10-01,23825,1900-01-01,1
small,16,services,company,suburban,0,2,0,0,1,0,1,12,53225,9596,165028,31014,5699,8745,0,0,15774,17866,515,1,46834,0,0,0,0,39102,0,0.13,2024-09-30,2024-10-01,21897,1900-01-01,0
small,19,services,sole trader,rural,1,2,0,0,0,1,1,5,58605,6292,129137,26556,4846,22869,100,430,13864,16041,508,6,473496,1,1,2,0,1973,0,0.19,2024-09-30,2024-10-01,1212,1900-01-01,1
small,1,hospitality,sole trader,urban,7,4,0,2,1,1,0,12,42401,7104,211439,38591,5666,13530,0,0,9427,7870,510,2,65936,0,2,2,0,40487,1,0.17,2024-09-30,2024-10-01,5567,2024-09-30,0
small,9,hospitality,partnership,suburban,5,5,1,0,1,1,1,9,53585,3994,408185,63601,6853,13813,100,130,15767,15528,506,6,378816,0,0,0,0,32171,0,0.17,2024-09-30,2024-10-01,19303,1900-01-01,0
small,9,hospitality,company,urban,4,3,0,0,0,1,0,8,41850,2668,188336,28056,2463,6251,100,229,9550,11337,503,8,434816,0,1,2,0,34129,0,0.16,2024-09-30,2024-10-01,3072,1900-01-01,0
small,16,retail,partnership,rural,0,2,0,0,1,1,0,4,43227,7802,413068,59203,7156,31440,100,106,9472,8213,513,2,191370,0,2,6,1,42758,0,0.16,2024-09-30,2024-10-01,1684,1900-01-01,1
small,12,hospitality,sole trader,rural,2,4,0,0,1,1,0,6,47998,4167,457147,121595,5584,32843,0,0,13324,12257,505,5,267785,0,0,0,0,35948,0,0.18,2024-09-30,2024-10-01,35948,1900-01-01,1
small,13,retail,sole trader,suburban,4,2,0,0,0,1,1,10,48701,6101,428875,190184,2970,16438,0,0,10320,8288,508,5,162810,0,0,0,0,35573,0,0.15,2024-09-30,2024-10-01,3439,1900-01-01,0
small,19,hospitality,sole trader,suburban,7,2,2,0,1,1,0,6,49068,10091,110497,13064,6893,21145,100,125,13498,12919,512,9,520506,0,1,3,2,27646,0,0.2,2024-09-30,2024-10-01,6942,1900-01-01,0
small,11,hospitality,company,rural,0,3,0,1,1,0,0,2,45283,12213,99657,16973,4840,5650,0,0,11180,8972,517,9,710199,0,1,3,0,18789,0,0.12,2024-09-30,2024-10-01,11743,1900-01-01,0
small,13,hospitality,sole trader,suburban,2,4,0,1,1,0,0,7,54560,11165,488095,56487,7402,40888,0,0,12564,12188,518,4,294616,0,3,6,0,46019,0,0.11,2024-09-30,2024-10-01,7363,1900-01-01,0
medium,15,retail,company,urban,7,2,0,0,0,1,0,18,279486,18557,1603536,785236,34699,147790,0,0,74882,75310,522,3,219537,0,0,0,0,27793,0,0.12,2024-09-30,2024-10-01,2310,1900-01-01,0
small,13,retail,company,urban,4,2,0,0,1,0,1,13,40334,7357,271809,33783,5622,6310,100,304,8108,9616,511,2,31996,0,0,0,0,41152,0,0.14,2024-09-30,2024-10-01,1372,1900-01-01,0
small,17,hospitality,partnership,rural,2,3,0,0,0,0,1,2,42782,7564,287498,129222,3918,20072,100,299,8632,8157,512,5,75660,0,0,0,0,38203,0,0.17,2024-09-30,2024-10-01,11270,1900-01-01,1
medium,13,services,sole trader,suburban,5,1,0,2,0,1,1,7,334708,58968,954772,105467,45511,269355,500,1350,85930,77990,584,5,434645,0,0,0,2,30922,0,0.15,2024-09-30,2024-10-01,2448,1900-01-01,0
small,17,retail,partnership,suburban,8,5,2,1,1,1,0,16,44782,11106,238159,104462,4404,17543,100,451,9023,8415,516,5,375060,0,0,0,0,41457,0,0.14,2024-09-30,2024-10-01,35929,1900-01-01,0
small,1,retail,partnership,rural,6,2,0,2,0,1,1,6,54250,13309,148503,42924,6201,7226,0,0,16108,15405,520,4,317256,0,1,3,0,21258,0,0.13,2024-09-30,2024-10-01,7502,1900-01-01,1
small,3,services,partnership,rural,3,3,0,0,1,0,0,2,54664,9032,273020,60409,8269,49604,0,0,12794,10657,515,9,188793,0,0,0,0,41853,0,0.12,2024-09-30,2024-10-01,1901,1900-01-01,0
small,19,manufacturing,company,rural,7,3,0,0,1,1,0,14,58989,14530,577305,268184,3720,18767,100,137,13478,14566,517,8,203232,0,2,6,1,40410,0,0.18,2024-09-30,2024-10-01,4243,1900-01-01,0
large,5,manufacturing,sole trader,suburban,5,4,0,0,0,1,0,6,1163816,222281,2509172,1191770,189576,201596,1000,2304,326252,373389,817,3,221730,0,1,1,0,19781,1,0.18,2024-09-30,2024-10-01,3324,2024-09-30,0
small,9,manufacturing,sole trader,urban,4,3,0,0,0,1,1,16,59790,7452,450138,123160,5105,29407,100,429,16280,15515,509,9,785097,0,1,3,0,5972,0,0.13,2024-09-30,2024-10-01,642,1900-01-01,0
small,6,manufacturing,company,suburban,3,3,0,0,1,1,1,10,57021,14133,232955,104235,3279,6516,0,0,16766,16393,519,3,279795,0,0,0,1,38558,0,0.11,2024-09-30,2024-10-01,8568,1900-01-01,0
small,8,services,partnership,urban,0,5,0,0,0,1,0,4,59300,14625,373448,70126,5740,20555,100,215,17027,13742,517,6,135036,0,0,0,0,21996,0,0.12,2024-09-30,2024-10-01,1169,1900-01-01,0
small,9,manufacturing,partnership,rural,5,2,1,0,0,1,1,13,47109,4276,306605,83580,7450,14523,0,0,11024,9653,506,7,646758,0,0,0,0,1858,0,0.15,2024-09-30,2024-10-01,195,1900-01-01,0
small,19,services,company,rural,1,4,0,1,1,0,0,3,53503,12970,116636,37433,4030,24124,100,227,14563,15475,517,9,791946,0,1,2,0,39336,0,0.16,2024-09-30,2024-10-01,3499,1900-01-01,0
small,12,retail,partnership,suburban,5,5,0,1,1,0,1,4,42634,11709,374998,102491,2927,10099,100,169,12187,12827,519,7,156177,0,1,3,0,24284,0,0.16,2024-09-30,2024-10-01,734,1900-01-01,1
small,10,retail,partnership,suburban,3,3,0,1,1,1,0,8,55392,5581,251416,39513,2775,3745,0,0,13420,14568,509,9,413406,0,0,0,0,16832,0,0.15,2024-09-30,2024-10-01,4629,1900-01-01,0
large,3,manufacturing,sole trader,urban,3,5,0,0,0,1,1,16,826345,87869,2983058,878756,76613,201739,0,0,183273,190617,627,7,142751,0,0,0,0,29490,0,0.15,2024-09-30,2024-10-01,4915,1900-01-01,0
small,8,services,company,urban,0,1,0,0,0,1,0,17,44164,8248,120801,40031,6914,12190,100,487,12188,9997,511,6,253722,0,0,0,0,38899,0,0.11,2024-09-30,2024-10-01,1945,1900-01-01,0
small,16,retail,company,rural,6,5,0,0,1,1,0,15,45552,4851,355117,86524,7296,7548,0,0,12447,11933,508,4,107056,0,0,0,0,31835,2,0.18,2024-09-30,2024-10-01,3343,2024-09-30,1
small,11,hospitality,sole trader,suburban,7,4,0,1,0,1,1,7,47173,13012,354918,148317,6548,20106,0,0,10137,10440,520,8,211704,0,0,0,0,5948,0,0.12,2024-09-30,2024-10-01,528,1900-01-01,0
medium,13,retail,partnership,suburban,3,5,0,0,0,0,0,5,344870,84708,2383707,848228,16698,68977,0,0,84974,100762,641,8,789368,0,0,0,0,17268,0,0.11,2024-09-30,2024-10-01,863,1900-01-01,0
small,9,services,partnership,urban,4,3,0,1,1,0,0,12,41549,4588,92955,45397,2725,16051,100,123,12405,11280,507,6,557064,0,0,0,0,11537,0,0.14,2024-09-30,2024-10-01,3221,1900-01-01,0
medium,6,services,company,rural,6,4,2,1,1,0,1,9,359869,97111,1414851,210170,56999,108510,500,1880,82616,66694,617,6,471120,0,0,0,0,15792,0,0.12,2024-09-30,2024-10-01,1860,1900-01-01,0
small,16,manufacturing,partnership,suburban,8,4,0,1,0,0,0,6,53043,14405,404460,145236,5583,13291,100,296,14332,14286,524,2,77224,0,0,0,0,17448,0,0.1,2024-09-30,2024-10-01,632,1900-01-01,0
medium,11,services,partnership,urban,7,3,0,0,0,1,0,18,323781,66421,3149296,1010634,50377,124651,500,2140,72129,60532,607,1,73691,0,1,2,0,13736,0,0.15,2024-09-30,2024-10-01,2652,1900-01-01,0
small,16,services,sole trader,suburban,3,3,0,0,1,1,0,4,56769,16880,228711,57457,8976,23203,100,170,17004,16808,528,2,195738,0,0,0,0,26715,0,0.14,2024-09-30,2024-10-01,6501,1900-01-01,0
medium,1,hospitality,partnership,rural,3,2,0,1,0,1,0,6,311171,17130,2340030,671647,19057,21344,0,0,88794,79572,523,4,268824,0,0,0,0,30389,0,0.17,2024-09-30,2024-10-01,8205,1900-01-01,1
small,9,hospitality,company,rural,2,4,0,0,1,1,1,15,56652,15322,135475,47801,3950,7895,100,256,13571,11047,523,4,243992,0,0,0,0,32475,0,0.1,2024-09-30,2024-10-01,7144,1900-01-01,0
small,2,retail,partnership,rural,5,5,1,0,1,0,0,8,46801,3246,338064,131795,7158,40051,0,0,9425,8079,504,7,231623,0,0,0,0,12891,1,0.17,2024-09-30,2024-10-01,6123,2024-09-30,0
small,2,hospitality,company,suburban,3,3,0,1,1,1,0,10,52591,12352,393862,78038,8268,39220,0,0,15659,14832,514,1,66183,0,0,0,0,1589,0,0.14,2024-09-30,2024-10-01,313,1900-01-01,0
small,7,retail,partnership,rural,8,4,3,2,0,1,0,12,42098,2172,324582,65369,2483,4605,0,0,9193,7763,503,6,58830,0,0,0,0,32175,0,0.15,2024-09-30,2024-10-01,5720,1900-01-01,0
small,11,manufacturing,sole trader,urban,2,3,0,0,1,1,0,4,40958,11443,286691,138252,1752,10129,0,0,11869,13615,513,3,188073,0,1,1,0,4475,0,0.2,2024-09-30,2024-10-01,727,1900-01-01,0
large,10,retail,sole trader,suburban,1,2,0,0,0,1,0,6,831347,110132,3444220,819431,128117,756690,0,0,248848,272132,684,5,111250,0,0,0,2,14066,2,0.12,2024-09-30,2024-10-01,2313,2024-09-30,0
small,10,manufacturing,company,suburban,7,3,0,1,1,1,1,10,56558,7526,324531,94179,8982,40815,0,0,15165,18053,511,3,149316,0,1,1,0,21111,0,0.15,2024-09-30,2024-10-01,2850,1900-01-01,0
small,18,manufacturing,sole trader,rural,0,3,2,1,1,1,0,14,48547,8603,174553,58871,6174,24072,100,232,10974,12289,512,2,157702,0,0,0,2,43671,0,0.13,2024-09-30,2024-10-01,13511,1900-01-01,0
small,19,retail,company,rural,1,3,1,1,1,1,0,10,56998,10569,376703,38588,6030,24735,100,122,15026,17994,515,1,33622,0,0,0,0,21529,0,0.16,2024-09-30,2024-10-01,9616,1900-01-01,0
small,3,manufacturing,company,rural,4,5,0,2,0,0,0,3,51661,7587,250924,27934,4003,18481,100,502,10359,9265,512,8,532864,0,0,0,0,28141,0,0.19,2024-09-30,2024-10-01,7305,1900-01-01,1
medium,13,hospitality,company,suburban,9,2,1,0,0,1,0,16,315110,18954,3034418,368151,44218,120036,500,1624,85359,72319,523,4,347084,0,0,0,1,46518,1,0.15,2024-09-30,2024-10-01,9381,2024-09-30,0
small,12,manufacturing,partnership,rural,3,2,1,0,1,1,0,17,56373,6032,363505,167367,3721,20803,0,0,14825,15655,507,2,117236,0,0,0,0,6501,0,0.12,2024-09-30,2024-10-01,4822,1900-01-01,0
small,19,services,sole trader,rural,7,2,0,0,1,1,1,12,55942,7055,270785,131093,6524,22654,0,0,15104,17625,511,4,297024,0,0,0,0,11486,0,0.13,2024-09-30,2024-10-01,5982,1900-01-01,0
small,6,manufacturing,partnership,suburban,3,4,0,0,1,0,0,3,55712,13214,143799,56813,3988,17455,100,540,11717,11758,521,3,19503,0,0,0,0,42198,1,0.2,2024-09-30,2024-10-01,1152,2024-09-30,1
small,11,retail,partnership,rural,6,4,0,0,1,1,1,5,48781,7747,159852,37847,8048,40672,100,401,14439,16397,512,3,295857,1,0,0,0,11509,2,0.14,2024-09-30,2024-10-01,5117,2024-09-30,0
medium,6,manufacturing,sole trader,rural,8,2,0,0,0,1,1,4,357366,23644,1975468,939266,59169,200049,500,1793,84672,75161,531,3,4521,0,0,0,0,2421,1,0.1,2024-09-30,2024-10-01,70,2024-09-30,0
small,13,services,partnership,suburban,9,5,0,0,1,1,0,16,48239,12340,249387,58363,6619,30860,0,0,13559,14341,520,9,105174,0,0,0,0,26095,0,0.16,2024-09-30,2024-10-01,13308,1900-01-01,0
medium,12,retail,company,rural,7,4,0,0,1,1,0,4,305377,81897,1986197,983688,34608,48665,0,0,83192,71507,612,8,584384,0,1,1,0,14134,1,0.16,2024-09-30,2024-10-01,4240,2024-09-30,1
small,10,retail,company,rural,7,4,0,1,1,1,1,11,57389,15715,192922,87346,9116,46337,100,316,14397,14008,526,9,431343,0,0,0,0,36295,0,0.11,2024-09-30,2024-10-01,4476,1900-01-01,0
medium,1,hospitality,company,urban,7,4,0,0,1,1,0,7,325684,37875,2631159,960503,21164,106753,0,0,74684,75294,543,8,30240,0,1,3,0,4155,0,0.14,2024-09-30,2024-10-01,360,1900-01-01,0
small,5,services,partnership,urban,8,5,2,1,0,1,0,12,58040,8168,228477,30218,9583,31235,0,0,16742,19975,511,8,500152,0,1,1,1,47742,0,0.13,2024-09-30,2024-10-01,8315,1900-01-01,0
small,16,retail,company,suburban,1,1,1,0,0,1,0,5,46714,2492,412475,118517,5394,8102,0,0,12241,13513,504,3,47241,0,1,3,1,33673,0,0.19,2024-09-30,2024-10-01,2701,1900-01-01,0
medium,3,hospitality,company,urban,3,3,0,0,1,1,0,10,342018,38910,931676,147624,39376,83157,0,0,90660,101812,552,8,550880,0,1,1,0,25424,0,0.12,2024-09-30,2024-10-01,2225,1900-01-01,0
small,1,retail,partnership,rural,7,2,0,0,1,1,1,12,46111,5658,339727,110030,2121,4832,0,0,11793,11757,507,5,204990,0,0,0,0,8393,0,0.19,2024-09-30,2024-10-01,3357,1900-01-01,0
large,11,manufacturing,sole trader,rural,5,1,0,0,1,0,0,2,1083530,324136,4961639,527900,109867,449741,0,0,262331,249046,878,4,159264,0,0,0,0,37530,0,0.14,2024-09-30,2024-10-01,7006,1900-01-01,0
small,8,manufacturing,sole trader,rural,2,4,0,2,0,1,1,7,41449,4914,364517,44507,5254,5971,0,0,12121,9875,508,3,268014,0,0,0,0,16770,0,0.15,2024-09-30,2024-10-01,10607,1900-01-01,1
large,3,manufacturing,company,urban,5,1,1,0,0,1,0,14,999595,219167,3357793,1148078,113945,554368,1000,2349,294102,326467,782,1,42725,0,0,0,0,23966,0,0.18,2024-09-30,2024-10-01,2796,1900-01-01,0
medium,2,hospitality,sole trader,urban,7,2,0,1,1,1,1,11,244580,57029,1329766,412367,11540,51658,500,2636,69927,70787,586,9,489582,0,0,0,0,20257,1,0.14,2024-09-30,2024-10-01,4051,2024-09-30,0
small,17,hospitality,partnership,rural,7,1,0,0,1,1,0,12,56531,9161,552481,131531,5091,17129,0,0,16537,17281,514,8,492320,0,1,2,0,16369,0,0.17,2024-09-30,2024-10-01,1569,1900-01-01,1
medium,3,services,partnership,urban,9,4,0,0,0,1,1,14,286057,39205,802876,201966,21988,58605,0,0,71778,69512,552,7,357357,0,1,3,0,11802,0,0.19,2024-09-30,2024-10-01,541,1900-01-01,0
small,4,retail,sole trader,urban,3,2,2,1,1,1,0,15,52469,13581,214725,43507,7511,34889,0,0,15031,13185,521,3,142677,0,0,0,0,18036,0,0.11,2024-09-30,2024-10-01,1608,1900-01-01,0
large,5,manufacturing,company,rural,8,1,3,0,1,1,0,8,966696,206122,7332929,3027982,77568,194344,1000,1801,246418,265308,809,1,72900,0,1,2,0,38520,0,0.16,2024-09-30,2024-10-01,778,1900-01-01,0
small,1,services,partnership,rural,9,3,3,0,0,1,0,7,58349,15561,446811,63297,2681,12671,100,293,14732,17129,521,1,76721,0,2,6,0,24679,0,0.12,2024-09-30,2024-10-01,2098,1900-01-01,0
small,11,manufacturing,sole trader,suburban,0,3,0,1,1,0,1,7,58405,7110,378489,179061,7960,17245,0,0,13019,11891,509,1,48385,0,2,6,0,29791,1,0.15,2024-09-30,2024-10-01,2172,2024-09-30,0
medium,9,hospitality,sole trader,rural,9,5,0,2,0,0,0,4,302717,23319,1888642,651386,42451,130358,0,0,61413,62589,535,1,47828,0,2,6,0,1906,0,0.1,2024-09-30,2024-10-01,303,1900-01-01,0
small,3,retail,sole trader,rural,4,2,0,0,1,1,0,9,52255,13692,341582,97871,3331,18177,100,448,14844,15021,519,9,432774,0,0,0,0,49440,0,0.13,2024-09-30,2024-10-01,7364,1900-01-01,0
medium,19,services,company,urban,8,1,0,1,1,1,1,12,328218,76249,2399887,927540,27225,148382,0,0,88846,94536,613,8,119640,0,0,0,1,42112,2,0.15,2024-09-30,2024-10-01,3790,2024-09-30,0
medium,3,hospitality,company,rural,2,3,0,1,0,0,1,4,287217,79545,2434979,968822,36332,56291,0,0,67882,72419,601,4,33120,0,0,0,0,32634,0,0.13,2024-09-30,2024-10-01,1367,1900-01-01,0
medium,2,manufacturing,partnership,urban,0,5,0,2,1,1,1,4,254297,44506,2487639,1176073,18366,43588,500,921,68524,72815,560,9,725913,0,0,0,0,28377,1,0.1,2024-09-30,2024-10-01,3121,2024-09-30,0
small,6,manufacturing,sole trader,urban,5,2,1,0,0,1,0,14,45778,8258,129767,37154,5640,8846,0,0,12317,12939,512,2,196698,0,0,0,0,34178,0,0.18,2024-09-30,2024-10-01,7092,1900-01-01,0
small,2,hospitality,partnership,urban,3,2,0,0,1,1,1,4,55555,9262,365028,78640,5825,30589,100,355,15658,17378,515,8,687064,0,0,0,2,31273,0,0.16,2024-09-30,2024-10-01,31273,1900-01-01,1
small,15,manufacturing,sole trader,rural,1,4,1,1,1,1,0,12,40926,3104,194157,93420,6786,9577,100,341,11451,11327,504,3,163821,1,3,6,0,5808,0,0.18,2024-09-30,2024-10-01,5058,1900-01-01,0
small,6,manufacturing,sole trader,rural,9,5,0,2,1,1,0,17,51242,14608,121831,59866,4153,7336,0,0,13118,11584,523,3,92013,0,1,2,0,2154,0,0.13,2024-09-30,2024-10-01,474,1900-01-01,0
small,7,manufacturing,company,rural,4,4,0,0,1,1,1,12,50904,5178,235097,32531,5564,14099,100,107,11657,12615,508,3,235893,0,0,0,0,2737,1,0.17,2024-09-30,2024-10-01,528,2024-09-30,0
medium,1,manufacturing,company,urban,7,3,1,0,1,1,0,6,320004,64521,2431122,908272,44395,137562,0,0,83951,95702,575,6,544440,1,0,0,0,36841,0,0.2,2024-09-30,2024-10-01,5281,1900-01-01,1
small,11,retail,sole trader,urban,3,3,0,1,1,1,1,6,58250,5351,480605,161856,2899,11566,0,0,17369,20661,507,3,207369,0,0,0,0,25808,1,0.11,2024-09-30,2024-10-01,25808,2024-09-30,0
medium,1,hospitality,sole trader,suburban,9,4,0,2,1,1,1,20,314831,84230,663326,238233,31408,141116,0,0,70466,68844,595,6,353652,0,0,0,0,10700,1,0.11,2024-09-30,2024-10-01,1587,2024-09-30,0
medium,19,retail,company,suburban,4,5,1,0,1,1,0,5,348848,67187,2871420,1139103,38107,89197,500,2878,92007,103951,596,6,151614,0,2,6,0,26733,0,0.17,2024-09-30,2024-10-01,2517,1900-01-01,0
medium,12,retail,sole trader,suburban,8,4,2,0,0,0,1,16,281405,38356,2176183,514131,32809,175051,0,0,65903,77124,548,4,133264,0,0,0,2,20203,0,0.13,2024-09-30,2024-10-01,7273,1900-01-01,0
small,11,services,company,urban,8,4,1,0,1,0,0,6,44990,9250,204719,26770,3407,12462,0,0,11332,11034,515,5,489395,0,0,0,1,39809,0,0.15,2024-09-30,2024-10-01,6591,1900-01-01,1
medium,4,manufacturing,sole trader,rural,4,3,1,1,1,1,0,10,243745,21320,786348,263159,38621,229759,500,1220,58704,56702,525,1,31376,0,1,3,0,40895,1,0.15,2024-09-30,2024-10-01,13495,2024-09-30,0
small,2,services,sole trader,rural,2,5,0,1,1,1,0,9,51672,7979,199928,64955,6068,6606,100,453,11431,11050,512,7,661003,0,1,1,0,24385,0,0.11,2024-09-30,2024-10-01,5012,1900-01-01,0
medium,14,retail,partnership,rural,3,3,3,0,1,1,0,15,298674,41164,1955194,273339,24381,56977,500,2861,71977,79708,562,3,226323,0,2,6,1,25593,2,0.14,2024-09-30,2024-10-01,5261,2024-09-30,0
